id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
33823,Female,Loyal Customer,23,Business travel,Eco Plus,1521,0,3,0,2,2,0,5,2,1,1,1,3,2,2,0,0.0,satisfied
80476,Male,Loyal Customer,54,Personal Travel,Eco,1299,5,4,5,1,5,4,5,5,3,4,4,3,5,5,0,0.0,satisfied
111344,Male,Loyal Customer,28,Personal Travel,Eco Plus,283,3,5,3,3,5,3,5,5,3,2,5,4,5,5,32,52.0,neutral or dissatisfied
54999,Male,Loyal Customer,14,Business travel,Eco,1303,3,2,2,2,3,3,4,3,2,4,3,3,4,3,2,0.0,neutral or dissatisfied
16954,Female,Loyal Customer,64,Personal Travel,Eco,116,2,3,2,1,1,3,3,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied
19595,Male,Loyal Customer,40,Personal Travel,Eco,212,4,5,4,2,5,4,5,5,2,2,5,3,4,5,60,63.0,neutral or dissatisfied
25034,Male,Loyal Customer,50,Personal Travel,Eco,907,1,4,1,4,1,1,1,1,4,2,5,5,5,1,10,0.0,neutral or dissatisfied
88469,Male,Loyal Customer,49,Business travel,Eco,194,4,1,1,1,4,4,4,4,4,5,2,3,4,4,8,3.0,satisfied
117507,Male,Loyal Customer,57,Personal Travel,Eco,507,2,5,3,2,5,3,5,5,4,4,4,5,4,5,7,0.0,neutral or dissatisfied
89011,Male,disloyal Customer,55,Business travel,Business,1892,5,5,5,4,5,5,5,5,4,2,5,5,5,5,0,5.0,satisfied
22809,Male,Loyal Customer,27,Business travel,Business,1970,3,3,3,3,2,2,3,2,4,4,3,4,4,2,0,19.0,neutral or dissatisfied
24069,Female,Loyal Customer,37,Personal Travel,Eco Plus,595,2,2,2,3,4,2,4,4,2,1,3,4,3,4,0,20.0,neutral or dissatisfied
76921,Male,Loyal Customer,56,Business travel,Business,1727,4,1,4,4,3,4,5,5,5,5,5,3,5,3,10,0.0,satisfied
126103,Male,Loyal Customer,49,Business travel,Business,2211,1,1,1,1,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
37862,Female,Loyal Customer,39,Business travel,Business,1768,1,0,0,4,4,3,3,4,4,0,2,1,4,4,0,0.0,neutral or dissatisfied
124909,Female,Loyal Customer,31,Business travel,Business,3061,2,4,4,4,2,2,2,2,3,4,4,4,4,2,0,3.0,neutral or dissatisfied
77989,Male,Loyal Customer,44,Business travel,Business,214,4,3,4,4,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
123732,Male,Loyal Customer,52,Personal Travel,Eco Plus,214,3,5,3,4,3,3,3,3,3,3,5,4,4,3,0,0.0,neutral or dissatisfied
47941,Male,Loyal Customer,59,Personal Travel,Eco,451,2,3,2,1,3,2,2,3,2,3,3,1,2,3,82,72.0,neutral or dissatisfied
6098,Male,Loyal Customer,20,Personal Travel,Eco Plus,672,2,4,2,1,1,2,1,1,5,1,3,5,5,1,0,0.0,neutral or dissatisfied
80585,Female,Loyal Customer,61,Personal Travel,Eco,1747,2,5,2,3,5,5,5,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
32352,Male,Loyal Customer,39,Business travel,Business,1754,2,2,2,2,5,5,5,4,4,4,5,4,4,3,0,1.0,satisfied
10551,Male,disloyal Customer,27,Business travel,Business,316,4,4,4,1,1,4,1,1,3,2,4,5,4,1,0,0.0,neutral or dissatisfied
35462,Female,Loyal Customer,24,Personal Travel,Eco,989,2,4,2,3,1,2,1,1,3,4,5,5,4,1,0,0.0,neutral or dissatisfied
43110,Female,Loyal Customer,8,Personal Travel,Eco,236,2,4,2,1,3,2,3,3,3,3,5,5,5,3,0,0.0,neutral or dissatisfied
100016,Female,disloyal Customer,32,Business travel,Business,289,1,1,1,2,3,1,3,3,4,5,5,3,4,3,37,41.0,neutral or dissatisfied
44620,Male,Loyal Customer,26,Business travel,Business,2363,3,3,3,3,5,5,5,5,5,3,2,3,3,5,0,0.0,satisfied
105190,Female,Loyal Customer,22,Personal Travel,Eco,281,3,5,3,1,5,3,5,5,5,2,2,4,1,5,33,25.0,neutral or dissatisfied
28982,Female,disloyal Customer,20,Business travel,Eco,1050,1,0,0,3,1,0,1,1,4,5,3,3,3,1,0,0.0,neutral or dissatisfied
48540,Female,Loyal Customer,49,Business travel,Business,337,2,2,2,2,5,1,3,4,4,4,4,4,4,3,15,14.0,satisfied
34865,Female,Loyal Customer,54,Business travel,Business,2248,2,2,2,2,4,4,4,5,3,5,1,4,3,4,0,90.0,satisfied
14,Male,Loyal Customer,9,Personal Travel,Business,853,1,5,1,2,5,1,5,5,4,3,4,5,5,5,68,76.0,neutral or dissatisfied
24516,Male,disloyal Customer,22,Business travel,Eco,547,4,3,4,1,2,4,2,2,4,5,2,5,2,2,3,13.0,satisfied
45429,Female,Loyal Customer,53,Business travel,Business,649,4,4,4,4,5,5,3,4,4,4,4,3,4,2,0,3.0,satisfied
12697,Female,Loyal Customer,50,Business travel,Eco,689,4,2,2,2,2,1,4,4,4,4,4,3,4,2,0,0.0,satisfied
97128,Male,Loyal Customer,41,Business travel,Eco,715,4,5,5,5,5,4,5,5,3,3,3,2,2,5,15,15.0,neutral or dissatisfied
67504,Female,disloyal Customer,29,Business travel,Business,1205,2,2,2,4,2,2,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied
94743,Female,Loyal Customer,55,Business travel,Business,341,2,1,1,1,3,4,3,2,2,2,2,2,2,3,8,10.0,neutral or dissatisfied
42191,Male,Loyal Customer,45,Business travel,Business,2737,1,1,1,1,2,5,4,5,5,5,5,4,5,2,16,4.0,satisfied
14833,Male,Loyal Customer,40,Business travel,Eco,261,5,2,2,2,5,5,5,5,3,5,2,5,3,5,0,0.0,satisfied
47829,Female,disloyal Customer,25,Business travel,Eco,817,2,2,2,4,5,2,3,5,2,4,4,3,4,5,0,0.0,neutral or dissatisfied
103838,Male,Loyal Customer,50,Business travel,Eco,979,3,5,5,5,3,3,3,3,2,1,4,4,3,3,1,16.0,neutral or dissatisfied
62025,Female,Loyal Customer,43,Business travel,Business,2475,5,5,5,5,4,5,5,4,4,3,4,3,4,3,0,0.0,satisfied
15550,Female,Loyal Customer,42,Business travel,Business,1595,4,4,4,4,5,5,5,4,4,4,4,3,4,5,30,0.0,satisfied
23008,Female,Loyal Customer,68,Personal Travel,Eco,528,3,3,3,4,1,1,2,5,5,3,5,5,5,5,4,0.0,neutral or dissatisfied
105411,Female,Loyal Customer,23,Personal Travel,Eco Plus,369,4,1,4,3,4,4,4,4,2,4,4,3,4,4,33,33.0,neutral or dissatisfied
107673,Male,disloyal Customer,26,Business travel,Business,251,4,0,4,2,3,4,3,3,4,3,5,4,4,3,9,6.0,neutral or dissatisfied
91350,Male,Loyal Customer,28,Personal Travel,Eco Plus,406,2,5,2,3,3,2,1,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied
76408,Male,Loyal Customer,52,Personal Travel,Business,405,2,5,2,4,3,4,4,3,3,2,3,4,3,4,6,0.0,neutral or dissatisfied
87928,Male,Loyal Customer,58,Business travel,Business,594,1,4,4,4,3,2,2,1,1,2,1,4,1,4,59,52.0,neutral or dissatisfied
55955,Male,Loyal Customer,43,Business travel,Business,1620,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
13499,Female,Loyal Customer,31,Business travel,Eco,227,5,3,5,3,5,5,5,5,2,1,3,5,2,5,0,4.0,satisfied
54192,Female,disloyal Customer,59,Personal Travel,Eco,1400,2,5,2,3,5,2,1,5,5,2,4,4,4,5,31,2.0,neutral or dissatisfied
84723,Female,Loyal Customer,22,Business travel,Business,2612,3,3,3,3,5,5,5,5,5,5,5,3,4,5,12,8.0,satisfied
94963,Male,Loyal Customer,36,Business travel,Eco,248,5,4,4,4,5,5,5,5,5,3,1,3,4,5,1,0.0,satisfied
28619,Female,disloyal Customer,22,Business travel,Business,1486,0,5,0,3,1,5,3,1,1,2,3,4,4,1,0,0.0,satisfied
10134,Female,Loyal Customer,63,Personal Travel,Eco,946,4,5,4,1,1,4,1,2,2,4,2,3,2,1,0,0.0,satisfied
117461,Male,Loyal Customer,37,Business travel,Eco Plus,1020,4,4,4,4,4,3,4,4,1,1,3,4,3,4,94,95.0,neutral or dissatisfied
74753,Male,Loyal Customer,15,Personal Travel,Eco,1464,1,4,1,5,3,1,3,3,5,4,4,4,5,3,45,74.0,neutral or dissatisfied
10257,Female,Loyal Customer,46,Personal Travel,Business,247,3,5,0,4,4,5,4,5,5,0,5,5,5,5,0,0.0,neutral or dissatisfied
93016,Female,Loyal Customer,40,Business travel,Eco,1124,5,3,3,3,5,5,5,5,2,1,1,4,4,5,86,114.0,satisfied
41633,Male,Loyal Customer,33,Personal Travel,Eco,374,3,0,3,4,3,3,1,3,5,3,5,3,5,3,9,13.0,neutral or dissatisfied
18518,Male,disloyal Customer,25,Business travel,Eco,262,5,4,5,5,4,5,4,4,2,5,5,4,4,4,0,0.0,satisfied
74826,Male,Loyal Customer,45,Personal Travel,Eco Plus,1464,5,4,5,3,3,5,3,3,5,4,5,3,4,3,8,31.0,satisfied
101712,Male,Loyal Customer,14,Personal Travel,Eco,1624,4,2,4,3,5,4,3,5,2,1,3,2,3,5,15,0.0,neutral or dissatisfied
37595,Female,Loyal Customer,65,Business travel,Business,2227,4,3,3,3,4,3,4,4,4,4,4,3,4,3,64,65.0,neutral or dissatisfied
75124,Female,Loyal Customer,60,Business travel,Business,1726,4,4,4,4,3,5,5,4,4,5,4,3,4,3,0,0.0,satisfied
52573,Male,Loyal Customer,32,Business travel,Eco,160,4,1,1,1,4,4,4,4,5,5,3,4,4,4,0,0.0,satisfied
126613,Male,Loyal Customer,28,Personal Travel,Eco,1337,3,4,3,3,3,3,3,3,4,3,5,3,5,3,108,130.0,neutral or dissatisfied
108141,Male,Loyal Customer,46,Business travel,Business,766,3,1,1,1,1,3,3,3,3,3,3,4,3,4,2,0.0,neutral or dissatisfied
97569,Male,Loyal Customer,51,Business travel,Business,2563,5,5,5,5,4,5,4,4,4,5,4,3,4,5,14,3.0,satisfied
19254,Male,Loyal Customer,34,Business travel,Eco Plus,420,3,3,3,3,4,3,3,5,5,2,3,3,2,3,177,167.0,satisfied
86361,Female,Loyal Customer,59,Business travel,Business,762,1,1,1,1,5,4,4,5,5,4,5,3,5,3,16,51.0,satisfied
68359,Female,Loyal Customer,40,Business travel,Business,2072,5,5,4,5,2,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
121201,Female,Loyal Customer,63,Business travel,Eco Plus,2521,3,4,4,4,3,2,2,3,3,3,3,4,3,4,107,0.0,neutral or dissatisfied
103872,Female,Loyal Customer,13,Personal Travel,Eco,1056,2,4,2,3,4,2,4,4,5,1,5,2,5,4,2,0.0,neutral or dissatisfied
96845,Male,Loyal Customer,36,Business travel,Business,2539,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
62657,Male,Loyal Customer,31,Personal Travel,Eco,1723,3,5,3,1,1,3,5,1,4,2,4,4,4,1,0,0.0,neutral or dissatisfied
55940,Female,Loyal Customer,13,Personal Travel,Eco Plus,733,1,2,1,4,3,1,3,3,3,4,3,1,4,3,0,0.0,neutral or dissatisfied
99800,Female,Loyal Customer,38,Business travel,Business,584,1,4,4,4,1,4,4,1,1,1,1,4,1,1,54,49.0,neutral or dissatisfied
70040,Female,Loyal Customer,59,Business travel,Eco,583,4,1,1,1,3,5,3,4,4,4,4,3,4,3,0,0.0,satisfied
35073,Female,Loyal Customer,48,Personal Travel,Business,1005,2,5,2,4,2,5,4,5,5,2,1,5,5,4,13,13.0,neutral or dissatisfied
125647,Female,Loyal Customer,41,Business travel,Business,1642,4,4,4,4,3,5,5,2,2,2,2,3,2,4,43,39.0,satisfied
118431,Female,disloyal Customer,20,Business travel,Business,304,5,0,5,2,2,5,4,2,3,5,4,5,5,2,21,18.0,satisfied
122388,Male,Loyal Customer,7,Personal Travel,Eco,529,1,5,1,1,2,1,2,2,5,5,5,5,4,2,125,91.0,neutral or dissatisfied
124019,Female,Loyal Customer,56,Personal Travel,Eco,184,2,3,2,3,2,4,3,4,4,2,1,3,4,1,0,0.0,neutral or dissatisfied
19178,Male,disloyal Customer,28,Business travel,Eco,1024,2,2,2,4,5,2,5,5,2,2,4,4,4,5,9,0.0,neutral or dissatisfied
4702,Male,Loyal Customer,42,Personal Travel,Eco,364,1,5,1,3,4,1,4,4,4,3,4,4,5,4,0,2.0,neutral or dissatisfied
114192,Female,Loyal Customer,72,Business travel,Eco,957,3,5,2,2,5,4,4,3,3,3,3,1,3,1,9,1.0,neutral or dissatisfied
42885,Female,Loyal Customer,52,Business travel,Business,200,5,5,5,5,3,5,4,4,4,4,5,5,4,3,0,6.0,satisfied
14782,Female,Loyal Customer,41,Personal Travel,Eco,487,4,2,4,3,5,4,5,5,1,5,4,2,3,5,115,121.0,neutral or dissatisfied
44305,Female,Loyal Customer,51,Business travel,Eco,1428,4,4,3,4,3,1,4,4,4,4,4,4,4,5,0,0.0,satisfied
27095,Male,Loyal Customer,26,Business travel,Business,1721,4,4,4,4,4,4,4,4,5,2,3,3,2,4,0,0.0,satisfied
15805,Female,Loyal Customer,57,Personal Travel,Eco,143,3,2,3,3,2,3,3,1,1,3,1,1,1,1,11,0.0,neutral or dissatisfied
74532,Male,disloyal Customer,44,Business travel,Eco,810,1,1,1,3,5,1,5,5,3,2,4,4,3,5,12,0.0,neutral or dissatisfied
45474,Male,disloyal Customer,25,Business travel,Eco,522,2,2,2,2,3,2,3,3,3,1,2,1,2,3,63,68.0,neutral or dissatisfied
52027,Male,Loyal Customer,42,Personal Travel,Eco,328,4,4,4,4,4,4,4,4,3,5,5,4,5,4,0,0.0,satisfied
27566,Female,Loyal Customer,66,Personal Travel,Eco,954,3,5,3,1,3,5,5,1,1,3,1,5,1,5,49,18.0,neutral or dissatisfied
89507,Male,Loyal Customer,47,Business travel,Business,950,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
35004,Male,Loyal Customer,14,Personal Travel,Eco,1182,3,5,3,4,3,3,2,3,3,4,4,5,4,3,1,13.0,neutral or dissatisfied
102174,Female,Loyal Customer,47,Business travel,Business,3234,3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
126255,Female,disloyal Customer,23,Business travel,Eco,328,4,0,4,1,4,4,1,4,4,1,4,2,3,4,0,0.0,neutral or dissatisfied
48329,Female,Loyal Customer,45,Business travel,Eco,674,5,1,1,1,4,3,1,5,5,5,5,4,5,2,82,74.0,satisfied
893,Female,disloyal Customer,33,Business travel,Business,102,1,1,1,4,2,1,2,2,1,3,4,1,4,2,8,43.0,neutral or dissatisfied
31575,Male,Loyal Customer,39,Business travel,Business,602,5,5,4,5,5,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
125950,Male,Loyal Customer,18,Personal Travel,Eco,861,3,4,3,3,3,3,2,3,4,5,5,5,5,3,0,42.0,neutral or dissatisfied
76713,Male,Loyal Customer,25,Business travel,Business,534,2,2,2,2,4,4,4,4,5,2,5,4,4,4,0,0.0,satisfied
56807,Male,disloyal Customer,41,Business travel,Business,1605,4,4,4,5,2,4,2,2,5,3,4,3,5,2,47,50.0,neutral or dissatisfied
58703,Male,disloyal Customer,8,Business travel,Eco,4243,2,2,2,3,2,4,4,3,4,3,4,4,2,4,57,36.0,neutral or dissatisfied
119477,Female,Loyal Customer,52,Business travel,Business,759,2,2,2,2,3,5,4,5,5,5,5,5,5,4,4,0.0,satisfied
93491,Female,Loyal Customer,42,Business travel,Business,2546,2,2,2,2,3,4,5,5,5,4,5,5,5,5,27,18.0,satisfied
16275,Female,Loyal Customer,8,Personal Travel,Eco,748,5,4,5,5,3,5,3,3,3,2,5,3,5,3,95,90.0,satisfied
97031,Male,Loyal Customer,64,Personal Travel,Eco Plus,883,3,3,3,4,3,1,1,2,3,4,5,1,1,1,151,160.0,neutral or dissatisfied
91374,Female,Loyal Customer,28,Business travel,Business,2430,1,1,1,1,4,4,4,4,3,3,4,4,4,4,0,0.0,satisfied
62405,Female,Loyal Customer,9,Personal Travel,Eco,2704,2,5,2,3,1,2,1,1,1,5,3,2,4,1,0,0.0,neutral or dissatisfied
5003,Male,Loyal Customer,36,Business travel,Business,3215,1,1,4,1,1,3,2,5,5,5,4,1,5,2,68,66.0,satisfied
38668,Female,Loyal Customer,48,Personal Travel,Eco,2611,3,1,3,3,5,3,3,5,5,3,5,2,5,3,112,115.0,neutral or dissatisfied
79240,Female,Loyal Customer,35,Business travel,Business,1598,3,3,3,3,3,3,4,5,5,5,5,4,5,5,0,0.0,satisfied
70567,Male,disloyal Customer,36,Business travel,Eco,858,3,3,3,4,1,3,1,1,3,4,5,1,1,1,6,0.0,neutral or dissatisfied
51227,Male,disloyal Customer,23,Business travel,Eco,373,2,4,2,3,2,2,2,2,3,4,5,3,2,2,58,58.0,neutral or dissatisfied
85672,Female,Loyal Customer,23,Personal Travel,Eco,903,3,4,3,3,1,3,1,1,5,5,3,1,5,1,2,0.0,neutral or dissatisfied
6834,Female,Loyal Customer,61,Personal Travel,Eco,223,3,4,3,1,5,5,4,4,4,3,2,5,4,4,0,0.0,neutral or dissatisfied
40320,Female,Loyal Customer,31,Business travel,Eco Plus,402,4,3,2,3,4,4,4,4,2,5,4,5,1,4,0,0.0,satisfied
61753,Female,Loyal Customer,18,Personal Travel,Eco,1635,2,4,2,2,2,4,3,3,3,5,4,3,3,3,150,168.0,neutral or dissatisfied
91317,Male,Loyal Customer,30,Business travel,Business,1609,4,4,4,4,5,5,5,5,5,5,5,4,4,5,0,0.0,satisfied
39006,Male,Loyal Customer,42,Business travel,Eco,391,1,4,4,4,1,1,1,1,2,1,3,2,3,1,19,8.0,neutral or dissatisfied
125359,Male,Loyal Customer,41,Personal Travel,Eco,599,2,0,3,2,3,3,3,3,2,1,3,1,2,3,0,10.0,neutral or dissatisfied
68697,Male,Loyal Customer,16,Personal Travel,Eco,237,3,3,0,3,1,0,1,1,4,3,4,3,4,1,0,2.0,neutral or dissatisfied
126922,Female,Loyal Customer,66,Personal Travel,Business,370,2,1,2,3,3,3,4,2,2,2,5,4,2,3,0,0.0,neutral or dissatisfied
117249,Male,Loyal Customer,56,Personal Travel,Eco,338,2,4,2,2,2,2,2,2,4,3,4,3,5,2,0,0.0,neutral or dissatisfied
121731,Female,disloyal Customer,20,Business travel,Eco,1459,2,2,2,3,3,2,3,3,2,1,2,2,2,3,0,8.0,neutral or dissatisfied
99544,Female,Loyal Customer,47,Business travel,Business,829,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,3.0,satisfied
104262,Male,Loyal Customer,36,Business travel,Business,1667,2,3,3,3,5,4,3,2,2,2,2,3,2,3,20,12.0,neutral or dissatisfied
9522,Female,Loyal Customer,53,Business travel,Business,229,5,3,4,3,3,3,3,5,5,4,5,1,5,1,6,0.0,neutral or dissatisfied
33218,Female,Loyal Customer,65,Business travel,Eco Plus,216,4,2,5,2,5,5,5,4,4,4,4,4,4,2,0,0.0,satisfied
81365,Female,disloyal Customer,58,Business travel,Business,282,4,4,4,3,3,4,4,3,5,2,5,3,5,3,0,0.0,neutral or dissatisfied
112811,Female,Loyal Customer,39,Business travel,Eco,1211,3,2,2,2,3,3,3,3,1,4,4,4,4,3,0,0.0,neutral or dissatisfied
16086,Female,Loyal Customer,53,Business travel,Business,303,0,0,0,3,3,5,2,1,1,1,1,1,1,3,4,0.0,satisfied
8624,Female,disloyal Customer,39,Business travel,Business,280,3,3,3,4,3,3,3,3,4,2,5,4,5,3,0,0.0,neutral or dissatisfied
34551,Male,disloyal Customer,24,Business travel,Eco,798,1,1,1,5,5,1,4,5,5,3,4,4,3,5,13,0.0,neutral or dissatisfied
36446,Male,disloyal Customer,50,Business travel,Eco,1368,5,5,5,1,5,5,3,5,3,3,3,1,2,5,0,0.0,satisfied
65736,Male,Loyal Customer,59,Business travel,Eco,1061,1,0,0,4,5,1,5,5,1,2,4,3,3,5,0,0.0,neutral or dissatisfied
14642,Male,disloyal Customer,37,Business travel,Eco,548,1,2,2,3,5,2,5,5,1,4,3,1,4,5,0,0.0,neutral or dissatisfied
112153,Male,Loyal Customer,39,Business travel,Business,1564,3,2,2,2,4,3,3,3,3,3,3,1,3,2,53,47.0,neutral or dissatisfied
95525,Male,Loyal Customer,44,Personal Travel,Eco Plus,189,4,4,4,3,5,4,1,5,3,3,4,3,4,5,2,8.0,satisfied
58798,Male,Loyal Customer,53,Business travel,Business,797,3,3,3,3,1,4,5,3,3,3,3,1,3,4,5,3.0,satisfied
61266,Male,Loyal Customer,40,Personal Travel,Eco,862,5,5,5,3,5,5,5,5,3,4,4,5,5,5,0,0.0,satisfied
99083,Male,Loyal Customer,54,Business travel,Business,3531,4,4,4,4,2,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
96997,Male,Loyal Customer,40,Personal Travel,Eco,883,3,4,3,4,3,3,3,3,2,2,4,2,4,3,34,15.0,neutral or dissatisfied
53046,Male,Loyal Customer,7,Personal Travel,Eco,1190,4,4,4,1,1,4,1,1,3,5,3,3,4,1,0,0.0,neutral or dissatisfied
48276,Male,disloyal Customer,69,Business travel,Business,236,4,4,4,4,4,4,4,4,4,4,4,1,3,4,9,0.0,neutral or dissatisfied
8327,Male,Loyal Customer,32,Business travel,Business,661,2,2,2,2,4,4,4,4,3,3,4,4,4,4,101,108.0,satisfied
105054,Female,Loyal Customer,68,Personal Travel,Eco,255,3,4,3,4,2,5,2,2,2,3,2,1,2,3,5,8.0,neutral or dissatisfied
108336,Male,disloyal Customer,44,Business travel,Business,1750,4,4,4,4,1,4,1,1,3,2,4,5,4,1,20,0.0,satisfied
87342,Male,Loyal Customer,45,Business travel,Business,425,2,2,2,2,3,5,5,5,5,5,5,4,5,5,43,23.0,satisfied
86600,Male,Loyal Customer,50,Business travel,Business,3363,4,4,4,4,5,4,5,4,4,4,4,3,4,3,28,27.0,satisfied
79432,Male,Loyal Customer,57,Business travel,Business,3264,2,2,5,2,5,5,4,5,5,5,5,5,5,4,23,47.0,satisfied
65356,Male,Loyal Customer,50,Business travel,Business,631,1,1,1,1,3,5,5,4,4,4,4,5,4,3,3,3.0,satisfied
129332,Female,Loyal Customer,33,Business travel,Business,2586,2,2,2,2,4,4,4,5,5,5,5,3,5,3,0,13.0,satisfied
30615,Male,Loyal Customer,11,Personal Travel,Eco Plus,472,2,5,2,5,5,2,4,5,5,5,5,5,4,5,0,0.0,neutral or dissatisfied
78674,Male,disloyal Customer,22,Business travel,Business,674,5,0,5,2,2,5,2,2,5,5,4,3,5,2,0,0.0,satisfied
52884,Male,Loyal Customer,38,Business travel,Eco,624,4,1,4,4,4,4,4,4,5,4,4,4,3,4,2,0.0,satisfied
123140,Male,Loyal Customer,29,Business travel,Business,631,5,1,5,5,4,4,4,4,3,2,4,5,5,4,0,0.0,satisfied
115669,Female,disloyal Customer,25,Business travel,Business,325,4,4,4,4,3,4,3,3,3,2,4,3,4,3,0,0.0,satisfied
4138,Male,Loyal Customer,31,Business travel,Eco,431,2,3,3,3,2,2,2,2,1,3,4,3,3,2,0,0.0,neutral or dissatisfied
22708,Female,Loyal Customer,63,Personal Travel,Eco,589,2,4,2,3,3,5,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
57235,Female,Loyal Customer,64,Personal Travel,Eco Plus,1514,3,4,3,3,3,3,2,3,3,3,1,5,3,4,0,0.0,neutral or dissatisfied
35006,Male,Loyal Customer,56,Personal Travel,Eco,1182,2,5,2,3,3,2,3,3,5,2,4,5,5,3,0,9.0,neutral or dissatisfied
76820,Female,Loyal Customer,32,Business travel,Business,1851,5,5,5,5,4,4,4,4,4,5,3,4,5,4,0,0.0,satisfied
5081,Male,disloyal Customer,37,Business travel,Business,224,1,1,1,2,3,1,3,3,2,2,2,2,3,3,0,14.0,neutral or dissatisfied
79610,Male,Loyal Customer,71,Business travel,Business,2802,2,3,3,3,2,4,4,2,2,2,2,4,2,4,0,24.0,neutral or dissatisfied
70266,Male,disloyal Customer,28,Business travel,Business,852,4,4,4,5,4,4,4,4,4,3,5,4,5,4,0,0.0,satisfied
116638,Female,Loyal Customer,57,Business travel,Business,2975,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
34731,Female,Loyal Customer,36,Business travel,Business,3587,3,3,4,3,1,1,5,4,4,4,3,1,4,1,0,0.0,satisfied
35742,Female,disloyal Customer,21,Business travel,Eco,2153,3,3,3,3,1,3,1,1,1,3,3,1,4,1,20,25.0,neutral or dissatisfied
117482,Female,disloyal Customer,45,Business travel,Business,507,4,3,3,2,1,4,1,1,3,4,5,5,4,1,25,9.0,satisfied
5164,Female,Loyal Customer,47,Business travel,Business,1523,0,0,0,3,5,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
52820,Male,Loyal Customer,50,Personal Travel,Eco,2402,3,2,3,3,5,3,5,5,2,2,4,2,3,5,0,0.0,neutral or dissatisfied
17618,Female,Loyal Customer,24,Business travel,Eco,622,4,4,4,4,4,5,4,4,2,3,1,5,3,4,56,53.0,satisfied
65989,Female,Loyal Customer,51,Business travel,Eco Plus,1372,2,5,5,5,4,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
93861,Male,Loyal Customer,22,Business travel,Business,588,3,4,4,4,3,3,3,3,2,5,4,3,3,3,0,0.0,neutral or dissatisfied
74808,Male,Loyal Customer,52,Business travel,Eco Plus,1188,3,4,1,4,4,3,4,4,1,4,2,4,3,4,0,0.0,neutral or dissatisfied
54863,Male,Loyal Customer,33,Business travel,Business,641,3,3,3,3,5,5,5,5,4,2,5,5,4,5,0,0.0,satisfied
104975,Male,Loyal Customer,48,Business travel,Eco,337,4,1,3,1,5,4,5,5,4,3,2,1,3,5,0,40.0,neutral or dissatisfied
58650,Male,disloyal Customer,27,Business travel,Eco,867,2,2,2,3,5,2,5,5,1,3,4,1,3,5,10,0.0,neutral or dissatisfied
6283,Male,Loyal Customer,42,Personal Travel,Eco,585,0,4,0,4,3,0,3,3,3,4,5,4,4,3,1,0.0,satisfied
123543,Male,disloyal Customer,36,Business travel,Business,1773,2,2,2,1,3,2,3,3,5,2,5,4,5,3,0,6.0,neutral or dissatisfied
64857,Male,Loyal Customer,57,Business travel,Business,3524,4,4,4,4,5,4,5,4,4,4,4,4,4,3,43,31.0,satisfied
117780,Female,Loyal Customer,51,Business travel,Business,1912,5,5,5,5,3,4,5,3,3,4,3,3,3,4,31,11.0,satisfied
58542,Male,Loyal Customer,44,Business travel,Business,1514,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
35527,Female,Loyal Customer,14,Personal Travel,Eco,1076,1,5,1,1,3,1,3,3,4,5,4,3,5,3,0,1.0,neutral or dissatisfied
12451,Male,Loyal Customer,8,Personal Travel,Eco,201,2,5,2,1,3,2,3,3,5,3,4,4,3,3,0,12.0,neutral or dissatisfied
106957,Male,disloyal Customer,23,Business travel,Business,937,0,0,0,3,5,0,5,5,4,2,5,3,4,5,25,2.0,satisfied
96569,Male,Loyal Customer,57,Business travel,Business,3702,0,0,0,1,2,4,4,1,1,1,1,5,1,5,6,24.0,satisfied
83875,Male,Loyal Customer,59,Business travel,Business,1670,2,2,2,2,4,3,4,5,5,5,5,5,5,4,0,17.0,satisfied
86592,Male,Loyal Customer,49,Business travel,Business,746,3,3,3,3,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
118852,Female,Loyal Customer,19,Personal Travel,Eco Plus,325,2,3,2,1,3,2,3,3,1,5,5,2,5,3,0,0.0,neutral or dissatisfied
