Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Satisfaction_binary
58.0,3099.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
39.0,2176.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
47.0,3978.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1
69.0,1608.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
47.0,967.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
39.0,305.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1
36.0,2601.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,1
60.0,3580.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,45.0,47.0,2.0,0.0,0.0,0.0,0
48.0,761.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,11.0,6.0,0.0,0.0,0.0,0.0,0
40.0,2420.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
41.0,836.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,28.0,32.0,0.0,0.0,0.0,1.0,0
60.0,1674.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,144.0,139.0,2.0,1.0,0.0,0.0,1
19.0,2419.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14.0,746.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,92.0,72.0,0.0,1.0,0.0,1.0,0
40.0,1973.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
65.0,498.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,19.0,17.0,0.0,1.0,0.0,0.0,0
39.0,427.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,1
25.0,916.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0
35.0,331.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1
80.0,675.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1
60.0,101.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1
24.0,583.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1
15.0,209.0,3.0,2.0,0.0,2.0,4.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0
51.0,679.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
45.0,227.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
68.0,109.0,2.0,4.0,0.0,4.0,2.0,4.0,5.0,3.0,3.0,0.0,3.0,5.0,3.0,4.0,8.0,3.0,0.0,0.0,0.0,1.0,0
33.0,187.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
9.0,1660.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48.0,1416.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,0
23.0,1407.0,2.0,1.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12.0,3760.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0
49.0,221.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
56.0,304.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,14.0,26.0,2.0,1.0,0.0,0.0,1
43.0,468.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,34.0,30.0,0.0,0.0,0.0,0.0,0
51.0,2586.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1
47.0,376.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0
25.0,998.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,31.0,17.0,0.0,0.0,1.0,0.0,0
61.0,760.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,8.0,4.0,0.0,1.0,0.0,1.0,1
37.0,2699.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1
58.0,2121.0,0.0,4.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,8.0,2.0,0.0,0.0,0.0,1
25.0,453.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0
48.0,191.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0
38.0,354.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1
53.0,2586.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
37.0,377.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
38.0,2491.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,18.0,0.0,2.0,1.0,0.0,0.0,1
48.0,216.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1
47.0,3184.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,34.0,49.0,2.0,0.0,0.0,0.0,0
34.0,738.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,60.0,53.0,0.0,1.0,0.0,1.0,0
64.0,1947.0,1.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,27.0,17.0,2.0,1.0,0.0,0.0,0
41.0,326.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0
48.0,448.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,147.0,150.0,2.0,0.0,0.0,0.0,0
70.0,399.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0
28.0,526.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
52.0,547.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1
41.0,109.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
38.0,3790.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,25.0,19.0,2.0,1.0,0.0,0.0,0
42.0,2240.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,62.0,60.0,2.0,0.0,0.0,0.0,1
58.0,1262.0,2.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0
32.0,3282.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,11.0,5.0,2.0,0.0,0.0,0.0,1
47.0,3257.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
17.0,1986.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0
39.0,3626.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,1
38.0,235.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1
24.0,1068.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
40.0,342.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0
69.0,1300.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
22.0,196.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,20.0,25.0,0.0,0.0,1.0,0.0,0
40.0,2475.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0
10.0,1389.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0
24.0,1859.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
43.0,187.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,129.0,147.0,0.0,0.0,0.0,0.0,1
36.0,271.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,407.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,16.0,10.0,2.0,1.0,1.0,0.0,1
34.0,587.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0
32.0,1249.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,834.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0
52.0,1853.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,1
51.0,1521.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,0
43.0,213.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,65.0,85.0,2.0,0.0,0.0,0.0,0
24.0,89.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0
40.0,259.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
16.0,888.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,0.0,43.0,0.0,1.0,0.0,1.0,0
49.0,1947.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,1
20.0,438.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1
46.0,1970.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1
45.0,405.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26.0,2556.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,45.0,0.0,1.0,1.0,0.0,0
32.0,546.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,8.0,9.0,2.0,1.0,1.0,0.0,0
23.0,965.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
44.0,842.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,0.0,10.0,0.0,1.0,0.0,1.0,0
58.0,1118.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0
39.0,846.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
9.0,785.0,0.0,5.0,0.0,4.0,3.0,0.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1
35.0,3083.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,2.0,38.0,16.0,2.0,0.0,0.0,0.0,0
14.0,354.0,1.0,4.0,1.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,39.0,37.0,0.0,0.0,0.0,1.0,0
24.0,237.0,2.0,5.0,0.0,1.0,5.0,0.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45.0,618.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,3.0,1.0,5.0,67.0,45.0,0.0,0.0,0.0,1.0,0
13.0,715.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0
20.0,89.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,13.0,0.0,0.0,1.0,0.0,0
23.0,166.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0
52.0,3788.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,1
39.0,2394.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,1
18.0,251.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0
26.0,534.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0
45.0,1758.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0
40.0,700.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,83.0,80.0,2.0,1.0,1.0,0.0,0
45.0,3398.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
42.0,986.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1
31.0,318.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,3991.0,0.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1
21.0,2088.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
16.0,299.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1
44.0,1521.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,85.0,66.0,2.0,0.0,0.0,0.0,1
55.0,689.0,4.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
50.0,3004.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,90.0,70.0,2.0,1.0,0.0,0.0,1
50.0,258.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0
7.0,86.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,25.0,1.0,0.0,0.0,1.0,0
53.0,1005.0,2.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,35.0,50.0,0.0,0.0,0.0,1.0,0
55.0,1620.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
32.0,748.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1
52.0,1689.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
24.0,496.0,5.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1
21.0,261.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1
27.0,2454.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
17.0,308.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0
48.0,405.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,22.0,125.0,2.0,0.0,0.0,0.0,1
42.0,1951.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
58.0,1874.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,18.0,10.0,2.0,0.0,0.0,0.0,1
46.0,1513.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,13.0,2.0,1.0,0.0,0.0,1
26.0,879.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,26.0,16.0,2.0,0.0,0.0,0.0,0
59.0,2060.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
44.0,781.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,55.0,59.0,0.0,0.0,0.0,1.0,0
40.0,356.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,0
26.0,4963.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
51.0,639.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,11.0,1.0,1.0,0.0,1.0,0
46.0,1121.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,2288.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
61.0,1034.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,13.0,2.0,1.0,0.0,1.0,0
25.0,192.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,13.0,15.0,1.0,1.0,0.0,1.0,0
55.0,729.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22.0,1276.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56.0,462.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,11.0,0.0,1.0,1.0,0.0,1.0,1
49.0,438.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,3.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,1
61.0,3620.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
60.0,945.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0
39.0,1179.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1
51.0,787.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
36.0,651.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0
26.0,992.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,9.0,1.0,1.0,1.0,0.0,0.0,0
51.0,432.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
30.0,945.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,9.0,0.0,2.0,0.0,1.0,0.0,0
